"","Date","All Downtown","All Midtown","All Upper East Side","All Upper Manhattan","All Upper West Side","Alley Park","Astoria","Auburndale","Bath Beach","Battery Park City","Bay Ridge","Baychester","Bayside","Bedford Park","Bedford-Stuyvesant","Bellerose","Belmont","Bensonhurst","Bergen Beach","Boerum Hill","Borough Park","Bowne Park","Briarwood","Brighton Beach","Bronx","Bronxwood","Brooklyn","Brooklyn Heights","Brookville","Brownsville","Bushwick","Cambria Heights","Canarsie","Carroll Gardens","Castle Hill","Central Harlem","Central Park South","Central Queens","Chelsea","Chinatown","City Island","Civic Center","Clearview","Clinton Hill","Co-op City","Cobble Hill","College Point","Columbia St Waterfront District","Concourse","Coney Island","Corona","Country Club","Crotona Park East","Crown Heights","Ditmas Park","Douglaston","Downtown Brooklyn","DUMBO","Dyker Heights","East Brooklyn","East Elmhurst","East Flatbush","East Harlem","East New York","East Tremont","East Village","Eastchester","Edenwald","Elmhurst","Financial District","Flatbush","Flatiron","Flatlands","Floral Park","Flushing","Fordham","Forest Hills","Fort Greene","Fresh Meadows","Gerritsen Beach","Glen Oaks","Glendale","Gowanus","Gramercy Park","Gravesend","Greenpoint","Greenwich Village","Greenwood","Hamilton Heights","Highbridge","Hillcrest","Hollis","Howard Beach","Hunts Point","Inwood","Jackson Heights","Jamaica","Jamaica Estates","Jamaica Hills","Kensington","Kew Gardens","Kew Gardens Hills","Kingsbridge","Laconia","Laurelton","Little Italy","Little Neck","Long Island City","Longwood","Lower East Side","Manhattan","Manhattan Beach","Manhattanville","Marble Hill","Marine Park","Maspeth","Melrose","Middle Village","Midtown","Midtown East","Midtown South","Midtown West","Midwood","Mill Basin","Morningside Heights","Morris Heights","Morris Park","Morrisania","Mott Haven","New Hyde Park","Nolita","North Brooklyn","North Corona","Northeast Queens","Northwest Brooklyn","Northwest Queens","Norwood","NYC","Oakland Gardens","Ocean Parkway","Old Mill Basin","Ozone Park","Park Slope","Parkchester","Pelham Bay","Pelham Gardens","Pelham Parkway","Pomonok","Port Morris","Prospect Heights","Prospect Lefferts Gardens","Prospect Park","Prospect Park South","Queens","Queens Village","Queensboro Hill","Red Hook","Rego Park","Richmond Hill","Ridgewood","Riverdale","Rockaway All","Roosevelt Island","Rosedale","Schuylerville","Seagate","Sheepshead Bay","Soho","Soundview","South Brooklyn","South Jamaica","South Ozone Park","South Queens","South Richmond Hill","Springfield Gardens","St. Albans","Staten Island","Stuyvesant Town/PCV","Sunnyside","Sunset Park","The Rockaways","Throgs Neck","Tremont","Tribeca","University Heights","Upper East Side","Upper West Side","Utopia","Van Nest","Wakefield","Washington Heights","West Harlem","West Village","Westchester Village","Whitestone","Williamsbridge","Williamsburg","Windsor Terrace","Woodhaven","Woodlawn","Woodside","Woodstock"
"87",2017-03-31,3695,3465,2925,2296,3299,NA,2200,2195,1850,3910,1950,NA,2500,1500,2345,NA,1700,1800,2000,2987,1750,NA,1700,2175,1750,1525,2495,3200,NA,1700,2499,NA,1750,2800,1700,2350,7000,2100,3915,2700,NA,NA,NA,2650,NA,2750,NA,2663,1674,2175,1803,NA,NA,2300,1997,NA,3053,4587,2198,2350,NA,2000,2360,2000,1625,3190,NA,NA,2000,3565,1900,4498,NA,NA,1925,1825,2000,2865,1950,NA,NA,2000,2792,3500,1800,2750,3798,2197,2387,1650,2500,NA,NA,NA,1850,1850,2010,1738,1625,1895,1925,1975,1750,NA,NA,3175,NA,2980,1800,3000,3250,NA,NA,NA,NA,2100,NA,2250,3999,3330,3965,3215,1900,NA,3190,1798,1575,NA,2118,NA,3600,3000,NA,1925,2950,2300,1475,2700,1725,NA,NA,NA,2700,1625,NA,NA,NA,NA,NA,2800,2200,2566,1999,2200,NA,NA,2850,2150,NA,2500,2000,1775,2915,NA,NA,NA,1950,4558,1650,1950,NA,NA,1900,NA,NA,NA,1900,4040,1950,2000,1775,NA,1375,7950,1663,2925,3299,NA,NA,1700,2150,2600,3600,NA,2400,2175,3050,2400,1750,1750,1900,2200
"88",2017-04-30,3711,3500,2950,2337,3300,NA,2200,2295,1950,3995,1975,NA,2400,1500,2395,NA,1675,1800,2000,2987,1795,NA,1720,2150,1700,1525,2500,3178,NA,1800,2550,NA,2025,2800,1650,2350,6925,2050,3909,2875,NA,NA,NA,2600,NA,2663,NA,2500,1675,2200,1840,NA,NA,2300,1999,NA,3121,4450,2100,2399,NA,2000,2353,2000,1850,3350,NA,NA,2000,3595,1950,4600,NA,NA,2000,1700,2000,3000,2100,NA,NA,2000,2755,3595,1800,2750,3800,2300,2400,1588,2425,NA,NA,NA,1875,1850,2000,1795,1925,1900,2000,1950,1697,NA,NA,3000,NA,2995,1575,3000,3300,NA,NA,NA,NA,2125,1713,1900,4000,3395,3964,3342,1900,NA,3240,1495,1600,NA,1950,NA,3748,3000,1775,2000,2995,2300,1495,2750,2075,NA,NA,NA,2700,1846,NA,NA,NA,NA,NA,2850,2195,2600,2150,2200,NA,NA,2699,2127,NA,2499,2098,1625,3348,NA,NA,NA,1950,4700,1675,1995,NA,NA,1975,NA,NA,NA,1918,4112,1950,2000,1625,NA,1525,7925,1675,2950,3300,NA,NA,1575,2200,2500,3690,NA,2250,1500,3100,2500,1998,NA,1900,NA
"89",2017-05-31,3790,3502,2950,2350,3350,NA,2200,2023,1950,4350,2000,NA,2400,1550,2400,NA,1690,1700,NA,3100,1700,NA,1700,2100,1725,1650,2500,3000,NA,1750,2599,NA,2100,2875,1700,2400,6500,2095,3950,3000,NA,NA,NA,2704,NA,3000,NA,2550,1625,2100,1890,NA,NA,2300,2000,NA,3120,4495,1999,2400,NA,1999,2395,2099,1775,3350,NA,NA,2091,3650,1950,4695,2100,NA,2000,1783,1997,2900,1975,NA,NA,2000,2900,3600,1750,2795,3713,2300,2432,1625,2350,NA,NA,NA,1881,1850,1975,1600,2000,1950,1850,1925,1919,NA,NA,2799,NA,2910,NA,3200,3300,NA,NA,NA,1750,2100,1925,1875,4200,3395,3922,3400,1800,NA,3214,1495,1600,NA,1950,NA,3679,3000,1725,1950,2999,2300,1485,2775,2150,NA,NA,NA,2800,1680,1448,NA,NA,NA,NA,2957,2095,2650,2240,2200,NA,NA,2600,2075,NA,2500,2073,1737,3278,NA,NA,NA,1900,4688,1700,1999,NA,NA,1950,NA,NA,NA,2000,4106,2000,2025,1737,1750,1625,7500,1495,2950,3350,NA,NA,1450,2195,2600,3800,NA,2200,1950,3150,2650,2100,NA,1750,1650
"90",2017-06-30,3724,3530,2950,2350,3369,NA,2250,2195,2000,4393,2000,NA,2400,1550,2478,NA,1700,1788,NA,3025,1750,NA,1700,2100,1725,1500,2550,3100,NA,1800,2600,NA,2100,2850,1495,2400,7238,2150,3900,2800,NA,NA,NA,2700,NA,2995,2200,2600,1550,2100,1895,NA,NA,2399,2000,NA,3145,4375,1950,2495,NA,1999,2445,2000,1750,3277,NA,NA,1950,3623,2000,4595,2150,NA,2200,1750,2100,2950,2375,NA,NA,2000,2861,3500,1800,2900,3595,2350,2500,1750,2375,NA,2200,1650,1850,1850,2383,1750,NA,2000,1846,1875,1625,NA,NA,2950,2600,3000,1563,3156,3300,NA,NA,NA,1750,2150,1982,2000,4200,3400,3875,3421,1850,NA,3100,1650,1700,NA,1950,NA,3723,3099,2250,2000,3000,2350,1475,2795,1763,NA,NA,NA,2800,1605,1500,NA,NA,2200,NA,2954,2175,2700,2100,2200,NA,NA,2699,2185,1700,2599,2125,1897,3333,NA,NA,NA,1850,4500,1750,2000,NA,NA,2000,NA,NA,NA,2073,4222,2000,2100,1897,2000,1600,7500,1550,2950,3369,NA,NA,1475,2195,2775,3804,NA,2300,1898,3185,2750,1750,NA,2000,NA
"91",2017-07-31,3724,3500,2929,2395,3378,NA,2300,2198,1975,4515,1998,NA,2400,1550,2475,NA,1725,1700,NA,3200,1738,NA,1713,2250,1750,1500,2599,3035,NA,1800,2650,NA,2100,2900,1473,2495,6600,2200,3900,2895,NA,NA,NA,2700,NA,3000,2200,2700,1579,2100,1975,NA,NA,2450,1999,2400,3195,4500,1950,2500,NA,2050,2450,2050,1750,3250,NA,NA,2090,3780,2100,4500,NA,NA,2300,1815,2138,2900,2450,NA,NA,2000,2860,3495,1800,2900,3600,2300,2465,1800,2525,NA,1950,1650,1850,1850,2450,1938,2250,2100,1825,1811,1625,NA,NA,2900,2550,3050,NA,3200,3300,NA,NA,2200,1950,2187,2000,1973,4200,3380,3950,3451,1800,NA,3200,1600,1625,NA,1950,NA,3795,3095,1763,2100,3000,2350,1500,2800,2100,NA,NA,NA,2800,1600,1563,NA,NA,2200,NA,2950,2200,2700,1999,2250,1900,NA,2650,2175,1700,2600,2200,1825,3285,NA,NA,NA,1800,5000,1700,2000,NA,NA,1950,NA,NA,NA,1950,4182,2000,2195,1825,1950,1749,8395,1500,2929,3378,NA,NA,1475,2250,2775,3850,NA,2300,2023,3117,2600,1700,1625,2100,1920
"92",2017-08-31,3700,3500,2900,2395,3395,NA,2300,1795,1950,4400,1899,NA,2375,1550,2475,NA,1750,1900,2299,3250,1795,NA,1773,2100,1750,1600,2615,2995,NA,1700,2650,NA,1825,2900,1525,2500,7500,2195,3800,2600,NA,NA,NA,2600,NA,3300,2100,2700,1650,1900,1825,NA,NA,2499,1999,NA,3238,4195,1850,2500,NA,2100,2395,2100,NA,3200,NA,NA,1950,3750,2050,4800,NA,NA,2200,1795,2100,2900,NA,NA,NA,2000,3000,3465,1713,2795,3500,2350,2400,1750,NA,NA,NA,NA,1850,1850,1725,2998,NA,2050,1950,1975,1700,NA,NA,3058,NA,3100,NA,3197,3300,NA,NA,2235,2000,2200,2025,1950,3827,3325,3969,3495,1750,NA,3215,1700,1600,NA,1950,NA,3795,3000,NA,2000,3000,2418,1550,2862,1763,NA,NA,NA,2800,1598,1625,1750,NA,NA,NA,2900,2099,2700,2000,2300,NA,NA,2800,2300,NA,2550,2200,1725,3128,NA,NA,NA,1900,4849,1875,2000,NA,NA,1860,NA,NA,NA,1950,4266,2000,2025,1725,1763,1725,6095,1550,2900,3395,NA,NA,1475,2200,2700,3800,NA,2695,NA,3117,2500,1800,NA,2025,NA
"93",2017-09-30,3653,3500,2995,2358,3395,NA,2250,1995,1850,4546,1897,NA,2450,1495,2450,NA,1775,1738,NA,3289,1788,NA,1700,2025,1750,1525,2598,3000,NA,1700,2600,NA,1900,2800,1850,2450,6923,2150,3845,2600,NA,NA,NA,2595,NA,3200,NA,2750,1722,2150,1785,NA,NA,2450,2195,NA,3195,4438,2050,2499,NA,2000,2375,1950,1700,3000,NA,NA,1950,3700,2000,4800,NA,NA,1950,1825,2100,2840,NA,NA,NA,1925,3000,3450,1800,2850,3600,2300,2495,2030,NA,NA,NA,NA,1845,1900,1763,2495,NA,2000,1875,1975,1625,NA,NA,3060,NA,3000,NA,3099,3300,NA,NA,2200,NA,2200,NA,2000,4000,3300,3965,3450,1850,NA,3000,1675,1695,NA,1860,NA,3625,3000,NA,1925,2995,2400,1550,2800,NA,NA,NA,NA,2900,1608,1700,NA,NA,NA,NA,2900,2112,2650,2050,2250,NA,NA,2800,2200,NA,2425,2150,1775,2785,NA,NA,NA,1850,4875,1675,2000,NA,NA,1950,NA,NA,NA,1790,4435,1975,2050,1775,2150,1700,5995,1598,2995,3395,NA,NA,NA,2100,2500,3695,NA,NA,NA,3100,2500,2000,NA,2000,NA
"94",2017-10-31,3662,3500,2945,2350,3395,NA,2190,1600,1898,4695,1900,NA,2450,1500,2400,NA,1750,1750,2200,3162,1895,NA,1797,2075,1794,1475,2500,3100,NA,1795,2500,NA,1900,2950,1900,2395,7500,2100,3940,2648,NA,NA,NA,2795,NA,3200,NA,2800,1797,2200,1825,NA,NA,2400,2163,NA,3198,4335,1948,2450,NA,1925,2375,1850,1690,3000,NA,NA,1897,3620,2095,4600,NA,NA,2000,1800,2100,2733,NA,NA,NA,2023,2800,3300,1710,2700,3593,2500,2400,1850,NA,NA,1725,NA,1845,1850,2050,1995,NA,2050,1925,1975,1750,NA,NA,2698,NA,2895,NA,3000,3277,NA,NA,NA,NA,2095,1880,1999,3925,3318,3950,3400,1787,NA,2875,1675,1600,NA,1925,NA,3495,2980,1695,1975,2998,2337,1675,2795,1700,NA,NA,NA,2800,1450,1625,NA,NA,NA,NA,2825,2099,2600,1999,2200,NA,NA,2850,2200,NA,2300,2100,1750,2850,NA,NA,NA,1725,5200,1688,2000,NA,NA,1995,NA,NA,NA,1875,4620,2000,2000,1750,1950,1700,5995,1575,2945,3395,NA,NA,1500,2185,2600,3573,NA,NA,NA,3000,2500,1998,NA,2000,NA
"95",2017-11-30,3675,3350,2995,2256,3323,NA,2200,1795,2000,3880,1850,NA,2375,1583,2400,NA,1700,1713,2150,3000,1800,NA,1849,2098,1781,1500,2495,3000,NA,1750,2495,NA,1900,2900,1800,2350,6850,2050,3950,2725,NA,NA,NA,2722,NA,3075,NA,2745,1650,2197,1903,NA,NA,2385,1899,NA,3092,4500,2193,2400,NA,1950,2300,1900,1750,2900,NA,NA,1896,3654,1995,4750,2100,NA,1988,1708,2100,2700,NA,NA,NA,2050,2776,3200,1875,2699,3550,2450,2350,1790,NA,NA,NA,2125,1750,1900,1828,1995,NA,2000,2000,1975,1750,NA,NA,2800,NA,2829,NA,2995,3200,NA,1995,NA,2096,2000,1817,1875,3877,3195,3687,3300,1800,NA,2887,1675,1600,NA,2155,NA,3498,2880,1550,1995,2913,2350,1695,2700,1650,NA,NA,NA,2800,1395,1625,1800,NA,NA,NA,2800,2000,2500,1950,2200,NA,NA,2850,2000,NA,2250,2048,1900,2850,NA,NA,NA,1849,5538,1600,1962,NA,NA,1900,NA,NA,NA,1900,4475,1975,1999,1900,1850,1700,5698,1600,2995,3323,NA,NA,NA,2100,2725,3495,NA,NA,NA,2970,2400,NA,NA,1900,1790
"96",2017-12-31,3635,3350,2990,2295,3350,NA,2195,2300,1848,3950,1850,NA,2210,1583,2350,NA,1613,1768,2050,3175,1650,NA,1797,2000,1705,1500,2450,3100,NA,1698,2450,NA,2075,2850,1800,2380,6600,2095,3910,2800,NA,NA,NA,2730,NA,3050,NA,2700,1600,2199,1950,NA,NA,2350,1995,NA,3150,4426,2100,2380,NA,1997,2395,1995,1700,2931,NA,NA,1900,3650,1950,4695,NA,NA,1887,1753,2050,2737,NA,NA,NA,1999,2695,3275,1735,2597,3500,2375,2300,1790,NA,NA,NA,NA,1795,1925,1828,1875,NA,2000,2000,1850,1725,NA,NA,2625,NA,2830,NA,2950,3203,NA,NA,NA,2271,2000,NA,1723,3900,3200,3600,3300,1700,NA,2979,NA,1600,NA,2155,NA,3500,2800,NA,1900,2979,2300,1500,2700,1650,NA,NA,NA,2800,1395,1500,NA,NA,NA,NA,2800,2150,2499,1995,2195,NA,NA,2850,2000,NA,2386,2048,1895,2915,NA,NA,NA,1998,6497,NA,1957,NA,NA,1888,NA,NA,NA,1925,4710,2000,2000,1895,1800,1600,6400,1560,2990,3350,NA,NA,NA,2100,2725,3500,NA,NA,NA,2900,2384,NA,NA,1915,NA
"97",2018-01-31,3650,3387,2910,2266,3350,NA,2150,2300,1875,4200,2000,NA,2500,1499,2350,NA,1625,1700,NA,3000,1660,NA,1795,2013,1786,1675,2450,3200,NA,1700,2450,NA,2174,2800,1850,2400,7100,2050,3945,2635,NA,NA,NA,2700,NA,3100,NA,2700,1595,2075,1885,NA,NA,2300,1999,NA,3195,4177,2148,2350,NA,2080,2300,2000,1700,2995,NA,NA,1950,3591,2000,4595,1850,NA,1950,1845,2000,2700,NA,NA,NA,2000,2753,3400,1698,2600,3550,2190,2250,1885,NA,NA,NA,1625,1850,1900,1995,1850,NA,2095,2000,1900,1550,NA,NA,2600,NA,2827,NA,2995,3204,NA,NA,NA,2300,2100,NA,NA,3895,3250,3554,3297,1765,NA,2900,NA,1800,1825,2155,NA,3500,2800,1575,1975,2995,2250,1683,2695,NA,NA,NA,NA,2800,1425,1550,NA,NA,NA,NA,2800,2010,2499,2100,2150,NA,NA,2700,2050,NA,2387,2130,2446,2995,NA,NA,NA,1925,5500,1615,2000,NA,NA,1900,NA,NA,NA,1800,4157,1950,1999,2446,2100,1700,6500,1638,2910,3350,NA,2100,NA,2134,2663,3600,NA,NA,1588,2903,2400,2100,NA,1795,NA
"98",2018-02-28,3750,3395,2895,2295,3290,NA,2100,2300,1950,4100,1995,NA,2350,1350,2300,NA,1650,1773,NA,3000,1638,NA,1725,2025,1800,1575,2450,3055,NA,1725,2490,NA,2100,2900,NA,2400,7250,2030,4000,2698,NA,NA,NA,2600,NA,2950,NA,2700,1850,2150,1828,NA,NA,2300,2195,NA,3280,4126,1995,2350,NA,2085,2324,2100,1700,3000,NA,NA,1935,3738,2000,4550,2000,NA,1863,1718,2000,2700,NA,NA,NA,2000,2756,3500,1700,2597,3773,2250,2200,1970,NA,NA,NA,NA,1850,1950,1995,1800,NA,2100,1850,1875,1625,NA,NA,2600,NA,2895,NA,2950,3205,NA,2230,2200,2300,2000,NA,2200,3950,3277,3600,3300,1750,NA,2979,NA,1825,NA,2200,NA,3495,2875,1610,1899,2950,2246,1595,2662,NA,NA,NA,NA,2750,1425,NA,NA,NA,NA,NA,3000,2200,2500,2000,2150,1798,NA,2800,2000,NA,2400,2200,1837,3265,NA,NA,NA,1890,5975,1675,2000,NA,NA,1850,NA,NA,NA,1842,4191,1950,2000,1837,1875,1800,6500,1500,2895,3290,NA,2100,NA,2125,2725,3666,NA,NA,NA,2950,2400,2200,NA,1775,NA
"99",2018-03-31,3730,3389,2850,2302,3250,NA,2100,2095,2000,4050,1900,NA,2300,1573,2395,NA,1613,1800,NA,3000,1750,NA,1798,2045,1850,1525,2495,3000,NA,1800,2499,NA,2000,2825,NA,2495,7500,2100,4000,2695,NA,NA,NA,2650,NA,2900,NA,2398,1700,2075,1805,NA,NA,2395,2100,NA,3380,4126,1950,2400,NA,2095,2350,2150,1650,3025,NA,NA,1935,3595,2000,4495,NA,NA,1800,1823,2100,2700,NA,NA,NA,2000,2629,3500,1750,2700,3550,2400,2398,1800,NA,NA,1800,NA,1900,1894,1995,1888,NA,2100,1950,1895,1775,NA,NA,3250,NA,2947,NA,3030,3200,NA,2045,NA,NA,2150,NA,2000,3900,3295,3598,3300,1725,NA,2995,NA,1900,NA,2200,NA,3500,2900,1700,1899,3000,2250,1499,2699,NA,NA,NA,NA,2700,1435,NA,NA,NA,NA,NA,2975,2249,2500,1975,2200,NA,NA,2825,2035,2100,2450,2295,2300,3200,NA,NA,NA,1800,5400,1650,1999,NA,NA,1975,NA,NA,NA,1800,3804,1995,1999,2300,1850,1800,6695,1648,2850,3250,NA,NA,NA,2150,2600,3750,NA,1798,NA,2950,2472,2175,NA,1963,NA
"100",2018-04-30,3750,3450,2850,2350,3290,NA,2100,2095,2023,4290,1975,NA,2300,1600,2450,NA,1725,1800,NA,2998,1700,NA,1800,2000,1900,1513,2500,2815,NA,1750,2550,NA,1999,2999,NA,2550,7498,2100,3995,2600,NA,NA,NA,2775,NA,3100,2100,2500,1850,2225,1735,NA,NA,2400,2000,NA,3473,3900,2000,2450,NA,2050,2295,2100,1663,3263,NA,NA,1913,3595,1950,4475,NA,NA,1950,1749,1975,2800,NA,NA,NA,2150,2770,3450,1799,2750,3650,2425,2575,1763,2550,NA,NA,NA,1900,1875,1998,1800,NA,1988,1895,2000,2000,NA,NA,3500,NA,2898,NA,3200,3250,NA,2045,2320,NA,2125,NA,2075,3815,3350,3650,3390,1750,NA,2997,NA,1899,NA,2238,NA,3595,2954,1725,1950,3000,2295,1475,2750,NA,NA,NA,NA,2833,NA,1800,NA,NA,NA,NA,2850,2350,2550,2150,2200,NA,NA,2775,2048,1775,2499,2395,2300,3150,NA,NA,NA,1893,5000,1900,1999,NA,NA,1860,NA,NA,NA,1825,3833,2000,1993,2300,NA,1475,6598,1649,2850,3290,NA,NA,NA,2150,2838,3795,NA,2250,NA,2999,2500,1800,NA,1975,2225
"101",2018-05-31,3825,3500,2850,2395,3300,NA,2200,1850,2000,4650,1950,NA,2300,1490,2500,NA,1875,1880,2175,3400,1750,NA,1720,2075,1900,1750,2590,2979,NA,1795,2605,NA,2050,3200,1500,2500,6800,2100,3995,2925,NA,NA,NA,2873,NA,3176,2175,3000,1875,2250,1725,NA,NA,2400,1999,NA,3398,4226,2145,2500,NA,2195,2352,2150,NA,3450,NA,NA,1850,3600,2050,4550,NA,NA,1975,1750,1975,2800,NA,NA,NA,2200,3230,3625,1913,2775,3650,2525,2475,1800,NA,NA,NA,NA,1850,1850,1946,1833,NA,1995,1838,2000,1950,NA,NA,3087,NA,3012,NA,3250,3300,NA,2800,NA,NA,2000,1900,2085,3800,3400,3684,3450,1750,NA,3150,NA,1850,NA,2250,NA,3645,2999,1633,1963,3163,2300,1475,2795,NA,NA,NA,1475,2884,1450,1695,NA,NA,NA,NA,2998,2400,2650,2150,2200,NA,NA,2800,2000,1625,2577,2250,2100,3210,NA,NA,NA,1900,4995,2063,2000,NA,NA,1850,NA,NA,NA,1829,3818,2000,2154,2100,NA,1800,6408,1698,2850,3300,NA,NA,1450,2154,2650,3853,NA,2200,1663,3000,2500,1625,NA,1995,2240
"102",2018-06-30,3800,3500,2900,2400,3350,NA,2200,2098,1850,4525,1950,NA,2375,1550,2500,NA,2000,1879,2275,3257,1850,NA,1749,2125,1900,1550,2600,3100,NA,1800,2695,NA,2199,3000,1600,2500,6850,2100,4003,2850,NA,NA,NA,2875,NA,3176,NA,3200,1774,2250,2107,NA,NA,2450,2073,NA,3410,4500,1900,2550,NA,2100,2390,2150,1775,3400,NA,NA,1750,3650,2095,4581,NA,NA,1975,1700,1975,2875,NA,NA,NA,2100,3025,3500,1799,2995,3800,2665,2400,1800,NA,NA,NA,NA,2000,1850,2200,2545,2400,2000,2000,2000,1863,NA,NA,2990,NA,3100,NA,3200,3300,NA,2799,NA,NA,2200,1663,2199,3900,3400,3950,3495,1750,NA,3195,NA,1850,NA,2280,NA,3695,3000,1950,2000,3197,2300,1900,2800,NA,NA,NA,1580,2884,1450,NA,NA,NA,NA,NA,3042,2400,2700,2175,2200,NA,NA,2800,1960,NA,2550,2300,1963,3210,NA,NA,NA,1863,4500,2025,2065,NA,NA,1973,NA,NA,NA,1887,3807,2000,2200,1963,2499,1825,6800,1750,2900,3350,NA,NA,1900,2200,2650,3850,NA,2150,1675,3000,2500,1763,NA,1985,2155
"103",2018-07-31,3795,3500,2925,2430,3322,NA,2223,2095,1700,4750,1850,NA,2400,1575,2575,NA,1879,1700,2300,3225,1885,NA,1750,2113,1895,1595,2695,3191,NA,1850,2700,NA,2150,3000,1800,2550,7500,2199,3998,2700,NA,NA,NA,2850,NA,3325,NA,3150,1750,2250,2350,NA,NA,2690,2400,NA,3369,4200,2000,2650,NA,2150,2387,2150,1850,3325,NA,NA,1913,3750,2099,4600,NA,NA,1898,1825,2000,2950,NA,NA,NA,2250,3200,3590,1800,3000,3800,2673,2500,1775,NA,NA,NA,NA,1998,1950,2383,2320,2400,2200,1895,1899,1750,NA,NA,3000,NA,3111,1650,3250,3300,NA,2795,2240,NA,2075,NA,2050,3850,3450,3850,3463,1795,NA,3200,1750,1824,NA,2300,NA,3895,3000,1950,1995,3200,2345,1750,2825,NA,NA,NA,1650,2900,1495,1550,NA,NA,NA,NA,3150,2450,2749,2100,2250,NA,NA,2550,2095,NA,2600,2250,2100,3480,NA,NA,NA,1900,4997,2000,2099,NA,NA,2000,NA,NA,NA,1950,3822,2000,2200,2100,2400,1538,6750,1875,2925,3322,NA,NA,1900,2250,2650,3850,NA,2200,1763,3000,2550,1950,NA,1750,1650
"104",2018-08-31,3800,3500,2900,2400,3310,NA,2250,2000,1675,4854,1997,NA,2475,1550,2595,NA,1840,1850,2150,3200,1825,NA,1699,2099,1877,1588,2680,3250,NA,1850,2695,NA,2275,3000,1750,2600,7325,2245,4100,2800,NA,NA,NA,2800,NA,3500,NA,2987,1743,2225,2405,NA,NA,2645,2400,NA,3411,4785,2000,2600,2400,2250,2350,2200,1850,3395,NA,NA,1990,3800,2200,4600,1875,NA,1995,1940,2100,2900,NA,NA,NA,2000,3399,3500,1850,2950,3738,2750,2500,1725,4075,NA,NA,NA,1925,1950,2329,2273,NA,2200,1875,1875,1775,NA,NA,2773,NA,3115,1550,3300,3300,NA,2795,2220,1699,2200,1842,2100,3895,3400,4045,3467,1850,2400,3225,1800,1838,1775,2250,NA,3700,3000,1700,1950,3199,2400,1550,2800,NA,NA,NA,1550,2950,1513,1800,1875,NA,NA,NA,2995,2300,2700,2150,2295,NA,NA,2600,2150,NA,2600,2150,1900,3660,NA,NA,NA,1900,5500,1875,2100,NA,NA,2050,NA,NA,NA,2000,3966,2000,2000,1900,2400,1849,7000,1750,2900,3310,NA,NA,1600,2250,2963,3950,NA,NA,NA,3025,2641,1850,NA,1825,1781
"105",2018-09-30,3805,3511,2895,2350,3400,NA,2250,1895,1675,4995,2025,NA,2350,1438,2550,NA,2100,1900,2225,3199,1800,NA,1750,2100,1900,1550,2600,3425,NA,1875,2600,NA,2250,3000,1750,2499,7950,2200,4150,2795,NA,NA,NA,2750,NA,3450,NA,2987,1673,2250,1995,NA,NA,2550,2086,NA,3369,4195,1950,2575,NA,2399,2350,2150,1750,3250,NA,NA,2040,3783,2200,4850,2200,NA,1998,2000,2100,2889,NA,NA,NA,2000,2765,3595,1750,2900,3838,2600,2595,1800,NA,NA,2000,NA,1925,1950,2275,2325,NA,2100,1800,2000,1813,NA,NA,2700,NA,3202,NA,3300,3300,NA,2795,2013,NA,2095,1775,2200,3969,3395,3988,3500,1895,NA,3125,1800,1800,1623,2125,NA,3595,2999,1698,1995,3100,2400,1550,2790,NA,NA,NA,1475,2950,1500,1750,NA,NA,NA,NA,2900,2300,2695,2100,2255,NA,NA,2625,2104,1900,2499,2175,1890,3415,NA,NA,NA,1995,5500,1995,2099,NA,NA,2000,NA,NA,NA,2000,3769,2000,2000,1890,2200,1950,7243,1697,2895,3400,NA,NA,2050,2200,2418,3900,NA,NA,NA,3000,2650,1725,NA,2000,2300
"106",2018-10-31,3800,3550,2995,2350,3395,NA,2200,1995,1750,4874,2000,NA,2500,1823,2500,NA,2100,1850,2063,3250,1900,NA,1750,2050,1900,1610,2550,3300,NA,1950,2567,NA,2250,2983,1799,2450,7800,2124,4036,2500,NA,NA,NA,2700,NA,3157,NA,2800,1700,2300,1955,NA,NA,2400,2000,NA,3353,4795,2200,2500,NA,2100,2314,2190,2100,3200,NA,NA,1900,3750,2125,4821,2000,NA,1850,1900,2000,2850,NA,NA,NA,2075,2875,3408,1950,2800,3773,2400,2400,1995,NA,NA,NA,NA,1975,1900,2170,2288,NA,2000,1860,2000,1750,NA,NA,3150,NA,3090,2088,3300,3275,NA,2375,1975,2250,2050,1675,2200,3995,3400,3965,3500,1825,NA,3010,1595,1850,2200,2000,NA,3650,2995,NA,1925,3040,2300,1550,2700,NA,NA,NA,1500,2995,1507,1700,NA,NA,NA,NA,2850,2250,2600,2076,2200,NA,NA,2500,2121,1850,2500,2150,1900,3378,NA,NA,NA,1795,5150,1898,2000,NA,NA,1995,NA,NA,NA,1900,4052,1925,1995,1900,2150,1800,6860,1691,2995,3395,NA,NA,2100,2248,2500,3873,NA,2250,2150,3000,2600,1850,NA,1850,1950
